"","Date","eur_price","eur_open","eur_high","eur_low","eur_change","gbp_price","gbp_open","gbp_high","gbp_low","gbp_change"
"356","2017-07-17",1.1479,1.1462,1.1487,1.1434,0.09,1.3055,1.31,1.3113,1.3045,-0.31
"359","2017-07-18",1.1555,1.148,1.1585,1.1473,0.66,1.304,1.3057,1.3127,1.3004,-0.11
"362","2017-07-19",1.1516,1.1554,1.1559,1.1509,-0.34,1.3018,1.3037,1.3053,1.3009,-0.17
"365","2017-07-20",1.1631,1.1513,1.1657,1.1479,1,1.2974,1.3024,1.3038,1.2934,-0.34
"368","2017-07-21",1.1663,1.1634,1.1684,1.162,0.28,1.2995,1.2975,1.3023,1.2954,0.16
"371","2017-07-24",1.1642,1.1662,1.1688,1.1628,-0.18,1.3029,1.2986,1.3058,1.2986,0.26
"374","2017-07-25",1.1652,1.164,1.1712,1.163,0.09,1.3026,1.303,1.3086,1.3007,-0.02
"377","2017-07-26",1.1734,1.1648,1.1741,1.1613,0.7,1.3121,1.3021,1.3125,1.3001,0.73
"380","2017-07-27",1.1677,1.1734,1.1777,1.1649,-0.49,1.3067,1.3119,1.3157,1.3052,-0.41
"383","2017-07-28",1.1752,1.1677,1.1765,1.1671,0.64,1.3135,1.3067,1.3155,1.306,0.52
"386","2017-07-31",1.1842,1.1737,1.1847,1.1723,0.77,1.3214,1.3131,1.3225,1.3096,0.6
"64","2017-08-01",1.1802,1.1841,1.1845,1.1784,-0.34,1.3203,1.3216,1.3249,1.3193,-0.08
"67","2017-08-02",1.1856,1.1802,1.1911,1.1794,0.46,1.3223,1.3203,1.3252,1.3189,0.15
"70","2017-08-03",1.187,1.1856,1.1894,1.1831,0.12,1.3139,1.3221,1.3266,1.3112,-0.64
"73","2017-08-04",1.1772,1.1871,1.1893,1.1731,-0.83,1.3036,1.3135,1.3166,1.3022,-0.78
"76","2017-08-07",1.1796,1.1768,1.1816,1.1767,0.2,1.3035,1.3028,1.3063,1.3014,-0.01
"79","2017-08-08",1.175,1.1794,1.1825,1.1714,-0.39,1.2991,1.3035,1.3055,1.2952,-0.34
"82","2017-08-09",1.1759,1.1752,1.1765,1.1689,0.08,1.3005,1.2989,1.3029,1.2966,0.11
"85","2017-08-10",1.1772,1.1759,1.1786,1.1704,0.11,1.2975,1.3,1.3017,1.2951,-0.23
"88","2017-08-11",1.1821,1.1771,1.1846,1.1747,0.42,1.3012,1.2976,1.3031,1.2938,0.29
"91","2017-08-14",1.178,1.1806,1.184,1.177,-0.35,1.2965,1.2994,1.3024,1.2957,-0.36
"94","2017-08-15",1.1735,1.178,1.1794,1.1688,-0.38,1.287,1.2964,1.2971,1.2845,-0.73
"97","2017-08-16",1.177,1.1734,1.178,1.1682,0.3,1.289,1.287,1.2905,1.2842,0.16
"100","2017-08-17",1.1724,1.1767,1.179,1.1662,-0.39,1.2869,1.2894,1.2914,1.2855,-0.16
"103","2017-08-18",1.1762,1.1723,1.1775,1.1707,0.32,1.2876,1.2869,1.292,1.2834,0.05
"106","2017-08-21",1.1816,1.175,1.183,1.1731,0.46,1.2901,1.287,1.2918,1.2849,0.19
"109","2017-08-22",1.1762,1.1815,1.1826,1.1745,-0.46,1.2824,1.2897,1.291,1.2809,-0.6
"112","2017-08-23",1.1807,1.1763,1.1825,1.1741,0.38,1.28,1.2824,1.2835,1.2779,-0.19
"115","2017-08-24",1.1799,1.1807,1.1821,1.1784,-0.07,1.28,1.2796,1.2837,1.2771,0
"118","2017-08-25",1.1926,1.1799,1.1942,1.1773,1.08,1.2887,1.2799,1.2891,1.2793,0.68
"121","2017-08-28",1.1979,1.1926,1.1985,1.1917,0.44,1.2933,1.2902,1.2948,1.2873,0.36
"124","2017-08-29",1.1972,1.1978,1.2069,1.1945,-0.06,1.292,1.2931,1.2979,1.2914,-0.1
"127","2017-08-30",1.1883,1.1974,1.1986,1.1881,-0.74,1.2926,1.2918,1.2939,1.2877,0.05
"130","2017-08-31",1.191,1.1884,1.1914,1.1823,0.23,1.2931,1.2928,1.2935,1.2851,0.04
"722","2017-09-01",1.1859,1.1911,1.1981,1.185,-0.43,1.2951,1.2931,1.2996,1.2904,0.15
"725","2017-09-04",1.1896,1.1858,1.1923,1.1853,0.31,1.2932,1.2958,1.2967,1.2911,-0.15
"728","2017-09-05",1.1914,1.1896,1.1941,1.1868,0.15,1.3033,1.2927,1.3044,1.2909,0.78
"731","2017-09-06",1.1917,1.1914,1.1951,1.1903,0.03,1.3043,1.3032,1.3084,1.3018,0.08
"734","2017-09-07",1.2023,1.1917,1.2061,1.1914,0.89,1.3101,1.3043,1.3117,1.3032,0.44
"737","2017-09-08",1.2035,1.2024,1.2094,1.2016,0.1,1.3198,1.31,1.3225,1.3093,0.74
"740","2017-09-11",1.1953,1.2041,1.2041,1.1948,-0.68,1.3163,1.3203,1.3223,1.3159,-0.27
"743","2017-09-12",1.1967,1.1953,1.198,1.1926,0.12,1.3284,1.3163,1.33,1.316,0.92
"746","2017-09-13",1.1886,1.1967,1.1995,1.1872,-0.68,1.3211,1.3284,1.333,1.3185,-0.55
"749","2017-09-14",1.1919,1.1884,1.1922,1.1837,0.28,1.3397,1.3211,1.3407,1.3162,1.41
"752","2017-09-15",1.1943,1.1919,1.1988,1.1901,0.2,1.3593,1.3398,1.3617,1.3381,1.46
"755","2017-09-18",1.1954,1.1949,1.1971,1.1915,0.09,1.3494,1.3576,1.362,1.3465,-0.73
"758","2017-09-19",1.1994,1.1955,1.2008,1.195,0.33,1.3509,1.3495,1.3553,1.3469,0.11
"761","2017-09-20",1.1893,1.1994,1.2033,1.1862,-0.84,1.3494,1.351,1.3658,1.3452,-0.11
"764","2017-09-21",1.1941,1.1894,1.1955,1.1866,0.4,1.3579,1.3493,1.3587,1.347,0.63
"767","2017-09-22",1.1954,1.1942,1.2006,1.1937,0.11,1.3493,1.3581,1.3597,1.345,-0.63
"770","2017-09-25",1.1848,1.1953,1.1962,1.1833,-0.89,1.3467,1.3493,1.3572,1.3431,-0.19
"773","2017-09-26",1.1793,1.1848,1.1863,1.1758,-0.46,1.3458,1.3467,1.3517,1.341,-0.07
"776","2017-09-27",1.1744,1.1792,1.1797,1.1717,-0.42,1.3387,1.3459,1.3464,1.3364,-0.53
"779","2017-09-28",1.1786,1.1746,1.1805,1.1721,0.36,1.3442,1.3386,1.3458,1.3343,0.41
"782","2017-09-29",1.1814,1.1787,1.1834,1.1773,0.24,1.3397,1.3441,1.3446,1.3349,-0.33
"656","2017-10-02",1.1732,1.1818,1.1818,1.173,-0.69,1.3277,1.3389,1.3404,1.3255,-0.9
"659","2017-10-03",1.1744,1.1733,1.1775,1.1696,0.1,1.3236,1.3276,1.3289,1.3222,-0.31
"662","2017-10-04",1.176,1.1743,1.1788,1.1733,0.14,1.3245,1.3236,1.3293,1.3235,0.07
"665","2017-10-05",1.1711,1.1758,1.178,1.1698,-0.42,1.3119,1.3247,1.3251,1.3107,-0.95
"668","2017-10-06",1.1734,1.171,1.1739,1.1668,0.2,1.3066,1.3119,1.3127,1.3027,-0.4
"671","2017-10-09",1.1741,1.1728,1.1758,1.1718,0.06,1.3142,1.3069,1.3185,1.3056,0.58
"674","2017-10-10",1.1806,1.1739,1.1825,1.1738,0.55,1.3204,1.3141,1.3227,1.3131,0.47
"677","2017-10-11",1.1859,1.1808,1.1871,1.1795,0.45,1.3223,1.3205,1.3236,1.3175,0.14
"680","2017-10-12",1.183,1.1862,1.1882,1.1826,-0.24,1.3262,1.3224,1.3292,1.3121,0.29
"683","2017-10-13",1.1823,1.1829,1.1875,1.1804,-0.06,1.3287,1.3262,1.3338,1.3249,0.19
"686","2017-10-16",1.1797,1.1825,1.1826,1.1781,-0.22,1.325,1.3309,1.3313,1.3225,-0.28
"689","2017-10-17",1.1766,1.1797,1.1801,1.1735,-0.26,1.3191,1.325,1.3289,1.3154,-0.45
"692","2017-10-18",1.1787,1.1764,1.1805,1.1729,0.18,1.3205,1.3191,1.3212,1.314,0.11
"695","2017-10-19",1.1852,1.1788,1.186,1.1768,0.55,1.3159,1.3206,1.323,1.3132,-0.35
"698","2017-10-20",1.1785,1.1853,1.1859,1.1763,-0.57,1.319,1.3159,1.3202,1.3087,0.24
"701","2017-10-23",1.1749,1.1773,1.1779,1.1725,-0.31,1.3197,1.3187,1.3228,1.3156,0.05
"704","2017-10-24",1.1761,1.1749,1.1794,1.1743,0.1,1.3136,1.3199,1.3229,1.3112,-0.46
"707","2017-10-25",1.1813,1.176,1.1819,1.1752,0.44,1.3264,1.3132,1.3272,1.311,0.97
"710","2017-10-26",1.165,1.1811,1.1837,1.164,-1.38,1.316,1.3264,1.3281,1.3147,-0.78
"713","2017-10-27",1.161,1.165,1.1659,1.1575,-0.34,1.3129,1.3161,1.3164,1.307,-0.24
"716","2017-10-30",1.1651,1.1603,1.166,1.1594,0.35,1.3208,1.3112,1.3216,1.3105,0.6
"719","2017-10-31",1.1646,1.1651,1.1663,1.1625,-0.04,1.3283,1.3207,1.3289,1.319,0.57
"590","2017-11-01",1.1619,1.1646,1.1659,1.1607,-0.23,1.3246,1.3282,1.3321,1.324,-0.28
"593","2017-11-02",1.1658,1.1619,1.1689,1.1613,0.34,1.3059,1.3245,1.33,1.3043,-1.41
"596","2017-11-03",1.1609,1.166,1.1692,1.1599,-0.42,1.3076,1.3059,1.3132,1.3039,0.13
"599","2017-11-06",1.161,1.1609,1.1625,1.1579,0.01,1.3172,1.3085,1.3177,1.3058,0.73
"602","2017-11-07",1.1586,1.1609,1.1618,1.1554,-0.21,1.3167,1.317,1.3179,1.3109,-0.04
"605","2017-11-08",1.1595,1.1586,1.1612,1.1579,0.08,1.3116,1.3167,1.3178,1.3087,-0.39
"608","2017-11-09",1.1642,1.1596,1.1657,1.1586,0.41,1.3151,1.3115,1.3167,1.3086,0.27
"611","2017-11-10",1.1665,1.1642,1.168,1.1623,0.2,1.3191,1.3148,1.3232,1.3113,0.3
"614","2017-11-13",1.1667,1.1666,1.1677,1.1638,0.02,1.3116,1.3183,1.3198,1.3062,-0.57
"617","2017-11-14",1.1798,1.1667,1.1807,1.166,1.12,1.3165,1.3116,1.3188,1.3075,0.37
"620","2017-11-15",1.1792,1.1797,1.1861,1.1784,-0.05,1.3171,1.3167,1.3216,1.3131,0.05
"623","2017-11-16",1.177,1.1792,1.1802,1.1756,-0.19,1.3195,1.3171,1.3209,1.3135,0.18
"626","2017-11-17",1.1795,1.1771,1.1823,1.1766,0.21,1.3214,1.3196,1.3261,1.317,0.14
"629","2017-11-20",1.1732,1.1789,1.1808,1.1721,-0.53,1.3235,1.3217,1.328,1.3184,0.16
"632","2017-11-21",1.1738,1.1732,1.1759,1.1713,0.05,1.3239,1.3236,1.327,1.3211,0.03
"635","2017-11-22",1.1822,1.1738,1.1829,1.1733,0.72,1.3326,1.3239,1.3332,1.3214,0.66
"638","2017-11-23",1.1851,1.1822,1.1857,1.1812,0.25,1.331,1.3325,1.3338,1.3284,-0.12
"641","2017-11-24",1.193,1.185,1.1945,1.1836,0.67,1.3337,1.3309,1.3361,1.3279,0.2
"644","2017-11-27",1.1898,1.1933,1.1962,1.1896,-0.27,1.3318,1.3337,1.3384,1.331,-0.14
"647","2017-11-28",1.1841,1.1898,1.1921,1.1827,-0.48,1.3338,1.3312,1.3388,1.3221,0.15
"650","2017-11-29",1.1847,1.1841,1.1884,1.1817,0.05,1.3409,1.334,1.345,1.3339,0.53
"653","2017-11-30",1.1904,1.1847,1.1933,1.1809,0.48,1.3526,1.341,1.355,1.3405,0.87
"133","2017-12-01",1.1891,1.1904,1.1942,1.1851,-0.11,1.3473,1.3525,1.3552,1.3445,-0.39
"136","2017-12-04",1.1866,1.1882,1.189,1.183,-0.21,1.3479,1.3479,1.3539,1.3417,0.04
"139","2017-12-05",1.1826,1.1866,1.1879,1.1801,-0.34,1.3443,1.3479,1.3483,1.337,-0.27
"142","2017-12-06",1.1796,1.1825,1.1849,1.178,-0.25,1.3394,1.3442,1.3449,1.3357,-0.36
"145","2017-12-07",1.1773,1.1796,1.1816,1.1772,-0.19,1.3474,1.3391,1.3485,1.3319,0.6
"148","2017-12-08",1.1764,1.1771,1.1778,1.1728,-0.08,1.3392,1.3477,1.3521,1.3355,-0.61
"151","2017-12-11",1.1768,1.1767,1.1812,1.1762,0.03,1.3339,1.3392,1.3432,1.3331,-0.4
"154","2017-12-12",1.1742,1.177,1.1794,1.1718,-0.22,1.3317,1.3339,1.3381,1.3304,-0.16
"157","2017-12-13",1.1826,1.1743,1.1832,1.1729,0.72,1.342,1.3317,1.3422,1.3311,0.77
"160","2017-12-14",1.1778,1.1826,1.1863,1.177,-0.41,1.3432,1.3418,1.3463,1.339,0.09
"163","2017-12-15",1.1754,1.1778,1.1814,1.1751,-0.2,1.3321,1.3431,1.345,1.3302,-0.83
"166","2017-12-18",1.1782,1.1753,1.1834,1.1737,0.24,1.3382,1.3328,1.342,1.331,0.46
"169","2017-12-19",1.184,1.1782,1.1851,1.1777,0.49,1.3385,1.3382,1.3403,1.3332,0.02
"172","2017-12-20",1.1871,1.184,1.1903,1.1829,0.26,1.3376,1.3386,1.3422,1.3372,-0.07
"175","2017-12-21",1.1873,1.1871,1.1889,1.1848,0.02,1.3385,1.3376,1.3389,1.3331,0.07
"178","2017-12-22",1.1859,1.1874,1.1878,1.1817,-0.12,1.3362,1.3386,1.3399,1.3349,-0.17
"181","2017-12-25",1.1869,1.185,1.1882,1.1842,0.08,1.3369,1.3357,1.3396,1.3355,0.05
"184","2017-12-26",1.1859,1.1867,1.1879,1.1845,-0.08,1.3374,1.3371,1.3391,1.3347,0.04
"187","2017-12-27",1.1888,1.1859,1.1912,1.1855,0.24,1.3397,1.3375,1.3431,1.3368,0.17
"190","2017-12-28",1.1943,1.1888,1.1961,1.1888,0.46,1.3443,1.3397,1.3458,1.3392,0.34
"193","2017-12-29",1.1998,1.1943,1.203,1.1937,0.46,1.3515,1.3444,1.3545,1.3428,0.54
"258","2018-01-01",1.201,1.2003,1.2014,1.1995,0.1,1.3503,1.3515,1.3522,1.3494,-0.09
"261","2018-01-02",1.2059,1.2013,1.2084,1.2003,0.41,1.3588,1.3507,1.3602,1.35,0.63
"263","2018-01-03",1.2014,1.2058,1.207,1.2001,-0.37,1.3516,1.3588,1.3614,1.3497,-0.53
"266","2018-01-04",1.2068,1.2015,1.209,1.2004,0.45,1.3553,1.3515,1.3562,1.3505,0.27
"269","2018-01-05",1.203,1.2068,1.2085,1.2021,-0.31,1.3571,1.3552,1.3583,1.3523,0.13
"274","2018-01-08",1.1967,1.2029,1.2054,1.1956,-0.52,1.3568,1.3572,1.3587,1.3523,-0.02
"276","2018-01-09",1.1937,1.1967,1.1977,1.1916,-0.25,1.354,1.357,1.3583,1.3506,-0.21
"278","2018-01-10",1.1947,1.1938,1.2019,1.1923,0.08,1.3507,1.3541,1.3564,1.3482,-0.24
"281","2018-01-11",1.2032,1.1946,1.206,1.1928,0.71,1.3538,1.3506,1.3556,1.3457,0.23
"284","2018-01-12",1.2187,1.2033,1.219,1.2031,1.29,1.3729,1.3538,1.3743,1.3535,1.41
"289","2018-01-15",1.2263,1.2198,1.2298,1.2188,0.62,1.3792,1.3731,1.3822,1.3723,0.46
"291","2018-01-16",1.2261,1.2265,1.2284,1.2194,-0.02,1.3793,1.3791,1.3806,1.374,0.01
"293","2018-01-17",1.2186,1.226,1.2324,1.2176,-0.61,1.3827,1.3791,1.3944,1.3757,0.25
"296","2018-01-18",1.2239,1.2186,1.2267,1.2165,0.43,1.3893,1.3831,1.3914,1.3805,0.48
"299","2018-01-19",1.2222,1.2236,1.2296,1.2219,-0.14,1.3852,1.3897,1.3947,1.384,-0.3
"304","2018-01-22",1.2262,1.2268,1.2276,1.2214,0.33,1.3987,1.3881,1.3993,1.3858,0.97
"306","2018-01-23",1.2299,1.2263,1.2308,1.2223,0.3,1.4001,1.3989,1.4028,1.3916,0.1
"308","2018-01-24",1.2408,1.2299,1.2417,1.2293,0.89,1.4243,1.3999,1.4263,1.3997,1.73
"311","2018-01-25",1.2396,1.2408,1.2537,1.2364,-0.1,1.4146,1.4244,1.4345,1.4083,-0.68
"314","2018-01-26",1.2421,1.2395,1.2495,1.2371,0.2,1.417,1.4147,1.4287,1.4109,0.17
"319","2018-01-29",1.2383,1.2427,1.2436,1.2336,-0.31,1.4075,1.4163,1.4163,1.4026,-0.67
"321","2018-01-30",1.2402,1.2383,1.2455,1.2335,0.15,1.4146,1.4074,1.4166,1.3979,0.5
"323","2018-01-31",1.2421,1.2401,1.2476,1.2386,0.15,1.4192,1.4148,1.4234,1.4121,0.33
"198","2018-02-01",1.251,1.2414,1.2524,1.2386,0.72,1.4265,1.4191,1.4278,1.4158,0.51
"201","2018-02-02",1.2462,1.2508,1.2519,1.2409,-0.38,1.4123,1.4264,1.428,1.4102,-1
"206","2018-02-05",1.2368,1.2455,1.2475,1.2362,-0.75,1.3959,1.413,1.4151,1.3955,-1.16
"208","2018-02-06",1.2377,1.2367,1.2434,1.2314,0.07,1.3948,1.396,1.4001,1.3836,-0.08
"210","2018-02-07",1.2264,1.2378,1.2407,1.2247,-0.91,1.3882,1.3949,1.3994,1.3848,-0.47
"213","2018-02-08",1.2247,1.2264,1.2297,1.2212,-0.14,1.3914,1.3879,1.4067,1.3846,0.23
"216","2018-02-09",1.2235,1.2245,1.2289,1.2206,-0.1,1.3838,1.3914,1.3989,1.3765,-0.55
"221","2018-02-12",1.2292,1.2253,1.2298,1.2234,0.47,1.3838,1.3827,1.3878,1.3797,0
"223","2018-02-13",1.2352,1.2293,1.2373,1.2285,0.49,1.3892,1.3837,1.3925,1.3832,0.39
"225","2018-02-14",1.245,1.2352,1.2467,1.2276,0.79,1.3998,1.3894,1.4018,1.3799,0.76
"228","2018-02-15",1.2506,1.2449,1.2511,1.2447,0.45,1.4099,1.4002,1.4105,1.399,0.72
"231","2018-02-16",1.2406,1.2506,1.2557,1.2394,-0.8,1.4042,1.41,1.4146,1.3998,-0.4
"236","2018-02-19",1.2408,1.2409,1.2435,1.2368,0.02,1.4005,1.4034,1.4051,1.3958,-0.26
"238","2018-02-20",1.2338,1.2409,1.2414,1.232,-0.56,1.3996,1.4005,1.4026,1.3931,-0.06
"240","2018-02-21",1.2284,1.2338,1.2361,1.2281,-0.44,1.3918,1.3996,1.4009,1.3905,-0.56
"243","2018-02-22",1.2331,1.2283,1.2354,1.226,0.38,1.3956,1.3919,1.3988,1.3857,0.27
"246","2018-02-23",1.2293,1.2329,1.2337,1.2279,-0.31,1.3967,1.3962,1.4007,1.3905,0.08
"251","2018-02-26",1.2318,1.2299,1.2356,1.2278,0.2,1.3967,1.3974,1.4071,1.3928,0
"253","2018-02-27",1.2232,1.2317,1.2348,1.2221,-0.7,1.3909,1.3967,1.3999,1.3858,-0.42
"255","2018-02-28",1.2194,1.2232,1.2243,1.2188,-0.31,1.376,1.3907,1.3916,1.3756,-1.07
"455","2018-03-01",1.2268,1.2193,1.2272,1.2153,0.61,1.3776,1.3762,1.3786,1.3712,0.12
"458","2018-03-02",1.2317,1.2266,1.2336,1.225,0.4,1.3805,1.3777,1.3819,1.3757,0.21
"462","2018-03-05",1.2336,1.2323,1.2366,1.2268,0.15,1.3849,1.3797,1.3877,1.3766,0.32
"464","2018-03-06",1.2404,1.2336,1.2422,1.2328,0.55,1.3887,1.385,1.3932,1.3817,0.27
"467","2018-03-07",1.2413,1.2404,1.2445,1.2385,0.07,1.3901,1.3887,1.3915,1.3846,0.1
"470","2018-03-08",1.2312,1.2411,1.2448,1.2298,-0.81,1.3812,1.39,1.3911,1.3782,-0.64
"473","2018-03-09",1.2307,1.2312,1.2336,1.2273,-0.04,1.3849,1.3811,1.389,1.3788,0.27
"477","2018-03-12",1.2334,1.2311,1.2347,1.2291,0.22,1.3905,1.3852,1.3918,1.3839,0.4
"479","2018-03-13",1.239,1.2334,1.2408,1.2314,0.45,1.3962,1.3906,1.3997,1.3876,0.41
"482","2018-03-14",1.2367,1.239,1.2414,1.2347,-0.19,1.3961,1.3961,1.3998,1.3926,-0.01
"485","2018-03-15",1.2305,1.2366,1.2385,1.2299,-0.5,1.3938,1.3962,1.3989,1.3921,-0.16
"488","2018-03-16",1.2289,1.2305,1.2338,1.2261,-0.13,1.3941,1.3936,1.3981,1.3886,0.02
"492","2018-03-19",1.2335,1.2284,1.2361,1.2258,0.37,1.4024,1.3931,1.4088,1.3911,0.6
"494","2018-03-20",1.2242,1.2335,1.2356,1.2239,-0.75,1.3998,1.4024,1.4067,1.3981,-0.19
"497","2018-03-21",1.2338,1.2242,1.2351,1.2241,0.78,1.4142,1.3998,1.4152,1.3997,1.03
"500","2018-03-22",1.2302,1.2337,1.2389,1.2285,-0.29,1.4096,1.4141,1.4218,1.4076,-0.33
"503","2018-03-23",1.2353,1.2302,1.2375,1.2301,0.41,1.4134,1.4096,1.4172,1.4084,0.27
"507","2018-03-26",1.2443,1.2348,1.2463,1.2341,0.73,1.4228,1.4142,1.4246,1.4132,0.67
"509","2018-03-27",1.2403,1.2444,1.2478,1.2373,-0.32,1.4157,1.4231,1.4246,1.4067,-0.5
"512","2018-03-28",1.2308,1.2403,1.2424,1.23,-0.77,1.4078,1.4154,1.4202,1.4069,-0.56
"515","2018-03-29",1.2302,1.2308,1.2335,1.2282,-0.05,1.4017,1.4077,1.4098,1.401,-0.43
"518","2018-03-30",1.2323,1.2301,1.2331,1.2293,0.17,1.4018,1.4018,1.4062,1.4009,0.01
"2","2018-04-02",1.2302,1.2323,1.2346,1.2282,-0.17,1.4045,1.4026,1.408,1.402,0.19
"4","2018-04-03",1.227,1.2304,1.2336,1.2253,-0.26,1.4059,1.4045,1.4091,1.4021,0.1
"7","2018-04-04",1.2278,1.2269,1.2315,1.2256,0.07,1.4082,1.4059,1.4098,1.4014,0.16
"10","2018-04-05",1.224,1.2278,1.2292,1.2218,-0.31,1.4003,1.4079,1.41,1.3965,-0.56
"13","2018-04-06",1.2283,1.224,1.2292,1.2214,0.35,1.4092,1.4003,1.4106,1.3982,0.64
"17","2018-04-09",1.2321,1.2279,1.2331,1.2261,0.31,1.4131,1.4098,1.4166,1.4077,0.28
"19","2018-04-10",1.2356,1.232,1.2379,1.2303,0.28,1.4175,1.4131,1.4191,1.4121,0.31
"22","2018-04-11",1.2367,1.2357,1.2397,1.2347,0.09,1.4179,1.4177,1.4224,1.4161,0.03
"25","2018-04-12",1.2327,1.2368,1.2382,1.23,-0.32,1.4227,1.4178,1.4248,1.4145,0.34
"28","2018-04-13",1.2331,1.2327,1.2348,1.2307,0.03,1.4241,1.4226,1.4298,1.422,0.1
"32","2018-04-16",1.238,1.233,1.2395,1.2325,0.4,1.4338,1.4254,1.4347,1.4227,0.68
"34","2018-04-17",1.237,1.2378,1.2413,1.2335,-0.08,1.4288,1.4336,1.4378,1.4282,-0.35
"37","2018-04-18",1.2373,1.2369,1.2398,1.2343,0.02,1.4203,1.4288,1.4316,1.4173,-0.59
"40","2018-04-19",1.2346,1.2373,1.2402,1.2329,-0.22,1.4091,1.4202,1.4246,1.4068,-0.79
"43","2018-04-20",1.2288,1.2346,1.2354,1.225,-0.47,1.4004,1.4086,1.4092,1.3994,-0.62
"47","2018-04-23",1.2209,1.2289,1.2292,1.2198,-0.64,1.3941,1.402,1.4033,1.3926,-0.45
"49","2018-04-24",1.2232,1.2209,1.2247,1.2182,0.19,1.3977,1.394,1.3989,1.3918,0.26
